student_id,first_name,last_name,age,major,GPA,enrollment_date,graduation_date,advisor,study_mode,stuDent_loCAtion
297,Pascale,Harries,18,Computer Science,2.51,2024-05-28,2020-03-18,Pascale Harries,Full-time,on-campus
437,Willetta,Purselow,25,Computer Science,2.4,2019-07-19,2023-10-31,Willetta Purselow,Online,OFFCAMPUS
684,Aveline,Anthes,20,Biology,invalid,garbled_date,2024-02-23,Aveline Anthes,Full-time,on-campus
710,Hamlin,Torrance,24,Biology,0.23,02/24/2019,02/08/2023,,Hybrid,on-campus
246,Dorey,Peinton,25,Biology,2.88,2021-08-16,10/26/2025,Dorey Peinton,Online,on-campus
412,Denni,Sedger,19,Biology,10.2,02/05/2019,2023-07-18,Denni Sedger,Part-time,on-campus
414,Dredi,Southon,20,History,0.75,2024-10-14,06/27/2021,Dredi Southon,Part-time,off campus
841,Scarface,Janouch,24,History,0.37,07/11/2020,03/13/2024,Scarface Janouch,Full-time,oncampus 
603,Haslett,Panketh,19,Biology,2.32,2020-10-15,03/31/2024, Haslett Panketh ,Full-time, On-Campus 
416,Wernher,Davy,19,Computer Science,12.6,11/23/2021,2025-05-05,Wernher Davy,Full-time,on-campus
745,Del,Dooher,23,History,invalid,garbled_date,04/08/2023, Del Dooher ,Part-time,off campus
248,Welby,Daice,18,History,invalid,garbled_date,10/03/2025,Welby Daice,Full-time, On-Campus 
853,Dolf,Hardin,25,History,invalid,garbled_date,03/26/2023,Dolf Hardin,Full-time,off campus
962,Pegeen,Leinster,22,Computer Science,-3.0,2019-04-22,2023-03-15,Pegeen Leinster,Online,off campus
504,Gertrude,Tomkiss,20,Biology,0.33,2020-01-12,06/25/2023, Gertrude Tomkiss ,Full-time, On-Campus 
701,Paxon,Linsay,22,Biology,1.12,2021-06-30,,Paxon Linsay,Hybrid,off campus
315,Erasmus,Utterson,18,Computer Science,3.62,06/15/2025,2019-02-24, Erasmus Utterson ,Full-time,on-campus
771,Riki,Siret,20,Computer Science,2.26,2020-04-02,2025-02-05, Riki Siret ,Full-time,on-campus
558,Emalee,Dodwell,25,Computer Science,3.25,09/14/2021,,Emalee Dodwell,Online, On-Campus 
856,Kacy,Sconce,22,Computer Science,3.44,2025-06-29,2020-02-20,Kacy Sconce,Online,on-campus
266,Cicely,Walbrook,18,Computer Science,1.76,10/19/2021,11/09/2025,Cicely Wrlbrook,Full-time,on-campus
46,Beale,Orteu,25,Biology,1.45,01/31/2019,11/13/2024, Beale Orteu ,Part-time,off campus
411,Lilllie,Melville,24,Computer Science,0.42error,05/12/2019,2025-11-04, Lilllie Melville ,Full-time, On-Campus 
97,Hatti,Pasley,20,Biology,0.8,2021-09-13,2025-07-19,Hatti Pasley,Part-time,off campus
580,Margaret,Cucinotta,24,History,3.19,07/15/2019,2023-03-16,Margaret Cucinotta,Full-time,OFFCAMPUS
890,Cointon,Pendlebery,20,Biology,3.35,05/30/2019,invalid-date, Cointon Pendlebery ,Part-time,on-campus
506,Alexandr,Josipovitz,21,Biology,0.82,02/23/2020,01/20/2024, Alexandr Josipovitz ,Full-time, On-Campus 
503,Ernestine,Poulter,23,Computer Science,3.25,2020-05-15,10/27/2024,Ernestine Poulter,Part-time,on-campus
289,Glen,Keese,25,Computer Science,0.83,01/17/2020,11/20/2025,Glen Keese,Full-time,on-campus
698,Hester,Crix,20,Computer Science,invalid,garbled_date,invalid-date,Hester Crix,Online,on-campus
913,Rickey,Varnam,24,Biology,3.13,,06/15/2025,Rickey Varnam,Full-time,off campus
638,Griff,Eeles,24,Computer Science,0.54,2021-11-16,2024-09-22,Griff Eeles,Full-time,off campus
526,Marin,MacColl,19,History,invalid,garbled_date,2023-12-24, Marin MacColl ,Full-time,on-campus
561,Caz,Threadgill,23,Computer Science,1.5,2020-05-20,2023-06-03, Caz Threadgill ,Full-time,on-campus
731,Jackie,Stayte,22,Biology,0.53,2019-09-27,05/16/2025,Jackie Stayte,Part-time,oncampus 
231,Elinore,Blucher,25,Computer Science,3.58,04/07/2019,10/15/2023,Elinore Blucher,Full-time,oncampus 
842,Conney,Dowson,19,Biology,3.73,2021-09-03,2025-04-19, Conney Dowson ,Full-time,OFFCAMPUS
794,Ardith,Heningam,18,Computer Science,2.03,09/30/2020,06/08/2024, Ardith Heningam ,Full-time,on-campus
436,Gonzales,Corden,21,Computer Science,invalid,garbled_date,04/01/2024, Gonzales Corden ,Full-time,on-campus
697,Nelle,Godball,23,Computer Science,good,02/08/2021,09/28/2024, Nelle Godball ,Hybrid,off campus
563,Nappie,Parriss,25,Biology,invalid,garbled_date,2023-08-27,Nappie Parriss,Part-time,OFFCAMPUS
417,Rossy,Marval,18,History,0.66,01/17/2020,06/03/2025,Rossy Marval,Full-time,on-campus
415,Anselm,Ditch,19,History,invalid,garbled_date,2025-02-23,Anselm Ditch,Hybrid,oncampus 
347,Jacquelynn,Sked,23,Biology,invalid,garbled_date,2025-11-22, Jacquelynn Sked ,Full-time,on-campus
458,Kristine,Whitty,21,Biology,1.23,2019-07-07,10/11/2024, Kristine Whitty ,Hybrid,oncampus 
738,Myrtie,Rembrandt,19,History,3.56,2019-05-04,2023-10-22,Myrtie Rembrandt,Full-time,on-campus
136,Cathleen,Dreakin,22,History,0.27,,2023-05-17,Cathleen Dreakin,Hybrid,
880,Jedd,Paireman,25,History,invalid,garbled_date,2023-07-24,Jedd Paireman,Full-time,off campus
625,Frasquito,Bownd,21,History,3.82,01/03/2019,10/13/2025,Frasvuito Bownd,Full-time,oncampus 
520,Averil,Audenis,19,Computer Science,2.88error,08/28/2025,2020-10-08,Averil Audenis,Part-time,on-campus
346,Fremont,Sulley,25,History,invalid,garbled_date,04/21/2023,Fremont Sulley,Online,on-campus
354,Kelby,Aberchirder,22,Biology,13.19,06/10/2021,2025-10-19,Kelby Aberchirder,Online, On-Campus 
978,Herve,Sword,24,Biology,0.84,07/23/2021,02/21/2024,Herve Sword,Full-time,on-campus
182,Marybeth,Clementson,18,Biology,1.78,09/28/2021,invalid-date,,Full-time,on-campus
497,Elva,Heake,22,Computer Science,invalid,garbled_date,2024-03-23, Elva Heake ,Full-time,off campus
977,Norine,Geffcock,19,History,2.99,2019-02-27,10/07/2025,Norine Geffcock,Part-time,off campus
168,Horten,Schlagtmans,19,History,0.18,09/08/2020,2024-05-15,Horten Schlagtmans,Full-time,off campus
58,Laurie,Tonn,20,Computer Science,-0.12,01/27/2019,2025-05-20, Laurie Tonn ,Online,off campus
314,Lucila,Morriss,23,Computer Science,0.31,11/11/2019,2024-06-19,Lucila Morriss,Full-time,on-campus
82,Sherlock,Darter,19,History,2.55,03/16/2019,03/15/2023,Sherlock Darter,Online,on-campus
26,Carina,Hawker,20,History,1.15,2019-09-30,2024-12-03, Carina Hawker ,Full-time,on-campus
954,Barrie,Cotter,21,Biology,1.1,04/09/2021,03/26/2024, Barrie Cotter ,Full-time,OFFCAMPUS
644,Bud,Tibbles,18,Biology,good,11/12/2021,12/21/2023,BuduTibbles,Online, On-Campus 
941,Aggie,Pimlett,22,Computer Science,0.99,2020-10-03,11/16/2024,,Online,oncampus 
501,Ernie,Dorkins,24,Biology,0.53,02/10/2021,09/18/2023,Ernie Dorkins,Full-time,off campus
730,Shandee,Minnis,23,Biology,1.68,07/20/2021,07/12/2023,Shandee Minnis,Hybrid,on-campus
268,Leonidas,Spada,25,History,1.28,08/29/2019,2023-07-11,Leonidas Spada,Part-time, On-Campus 
412,Denni,Sedger,19,Biology,10.2,02/05/2019,2023-07-18,Denni Sedger,Part-time,on-campus
88,Pauletta,Pond,20,Biology,0.03,2020-09-18,07/27/2023,Pauletta Pond,Online, On-Campus 
529,Claribel,Rooksby,18,Computer Science,3.8,2021-05-09,02/17/2024,Claribel Rooksby,Online,on-campus
629,Gunar,Culy,18,History,0.76,2019-11-26,2024-06-05,Gunar Culy,Part-time, On-Campus 
886,Robbie,Griffey,25,Computer Science,3.52,01/31/2021,05/04/2025, Robbie Griffey ,Part-time,off campus
661,Shawn,Liquorish,25,Biology,1.94error,2020-11-09,2024-11-28,,Part-time,on-campus
539,Dix,Vondrasek,25,History,0.46,2019-08-15,05/06/2024, Dix Vondrasek ,Full-time,on-campus
433,Muhammad,Crimes,21,Biology,2.79,2024-12-13,03/05/2019,Muhammad brimes,Full-time,off campus
984,Mohandis,Flitcroft,20,Computer Science,0.1,2019-08-15,2024-07-04,Mohandis Flitcroft,Full-time,off campus
527,Betsy,Trevarthen,19,Biology,2.34,05/25/2020,2025-12-15,Bewsy Trevarthen,Hybrid,on-campus
129,Sherye,Magauran,25,Computer Science,0.13,02/05/2021,10/23/2025,Sherye Magauran,Full-time,
725,Andreas,Aspinall,24,Biology,good,2019-01-23,2025-04-19,Andreas Aspinall,Full-time,OFFCAMPUS
480,Mehetabel,Durram,18,Biology,1.45,05/03/2021,2025-04-22,Mehetabel Durram,Online,oncampus 
71,Sile,Carman,23,Biology,2.59,2021-08-18,2024-02-17,Sile Carman,Full-time,on-campus
417,Rossy,Marval,18,History,0.66,01/17/2020,06/03/2025,Rossy Marval,Full-time,on-campus
382,Rickert,Tireman,25,Biology,good,03/02/2020,01/29/2024,Rickert Tireman,Part-time,on-campus
485,Eustacia,Keggins,21,Biology,-3.0,2019-06-18,2023-05-17,Eustacia Keggins,Full-time,oncampus 
742,Dolores,Dinan,23,Biology,-3.0,2019-10-30,06/04/2023,Dolores Dinan,Full-time,off campus
874,Christye,Freschini,23,Computer Science,2.78error,2025-03-25,2020-07-22, Christye Freschini ,Online,off campus
609,Bernete,Cussons,24,Biology,2.45,,10/19/2024, Bernete Cussons ,Online,off campus
691,Jess,Casacchia,25,History,3.41,2019-01-27,2023-02-20, Jess Casacchia ,Part-time, On-Campus 
819,Orsola,Wearne,22,Biology,2.96,09/10/2021,07/19/2024,,Online,off campus
187,Carolyne,Delgaty,18,Biology,1.73,2021-01-20,01/30/2024, Carolyne Delgaty ,Full-time,on-campus
257,Mellicent,Drewet,18,History,2.01,2019-09-06,05/29/2024, Mellicent Drewet ,Full-time,off campus
45,Shelly,Brigge,18,Computer Science,1.43,2019-04-08,2023-02-07,Shelly Brigge,Part-time,off campus
263,Ivette,Wilkin,20,Computer Science,1.09,05/07/2021,2023-12-16,Ivette Wilkin,Full-time,on-campus
648,Nicolas,Sherred,22,Biology,4.01,2019-06-29,2025-06-24,Nicolas Sherred,Full-time,off campus
550,Jason,Hachette,24,History,1.25error,2019-04-25,07/17/2024, Jason Hachette ,Full-time,off campus
466,Keenan,Doniso,24,History,0.64,2021-03-04,2025-12-13,Keenan Doniso,Full-time,on-campus
779,Tris,Nerney,24,Computer Science,1.52,2020-03-10,2023-11-20,Tris Nerney,Part-time,OFFCAMPUS
57,Deane,Tobias,22,History,2.72,2020-12-02,2024-12-12,Deane Tobias,Hybrid,off campus
86,Roosevelt,Lambourne,21,History,2.98,08/18/2021,08/03/2023, Roosevelt Lambourne ,Full-time,oncampus 
828,Marco,Nicklen,25,History,2.36,02/22/2019,01/06/2025, Marco Nicklen ,Full-time,off campus
855,Honey,Kuschke,21,History,invalid,garbled_date,02/18/2023, Honey Kuschke ,Full-time,off campus
461,Finley,Blackman,22,Computer Science,2.27,03/03/2021,2024-11-25,Finley Blackman,Online,on-campus
336,Corie,Holston,18,History,3.39,invalid-date,07/17/2023,Corie Holston,Full-time,on-campus
72,Artus,Pietron,19,Biology,1.96,2025-07-11,2019-12-11, Artus Pietron ,Part-time,oncampus 
822,Beryl,Goldsworthy,25,Biology,2.98,08/20/2021,03/08/2023,,Part-time,on-campus
358,Yettie,Murricanes,20,History,10.89,05/27/2021,2023-11-08,Yettie jurricanes,Full-time,OFFCAMPUS
434,Kayne,Curteis,22,Biology,invalid,garbled_date,2023-03-18,Kayne Curteis,Part-time,oncampus 
449,Nani,Flacknoe,22,Computer Science,3.76,07/26/2023,2020-08-05,Nani Flacknoe,Hybrid,oncampus 
623,Hortensia,Farny,20,History,0.66,2025-12-02,2021-11-21,Hortensia Farny,Part-time,oncampus 
156,Klarrisa,Dumbare,22,History,0.21,2020-04-25,2025-03-25, Klarrisa Dumbare ,Online,on-campus
602,Elysha,Sparshott,18,History,invalid,garbled_date,2023-11-15,Elysha Sparshott,Full-time,on-campus
895,Angelina,Swinley,24,Computer Science,11.65,2020-01-08,,Angelina Swinley,Full-time,on-campus
934,Culley,Snoxall,23,History,1.35,2021-07-29,05/08/2023,Culley Snoxall,Online,on-campus
176,Grayce,Kleinholz,18,Computer Science,1.35,09/24/2019,2023-01-02,Grayce Kleinholz,Full-time,on-campus
770,Issi,Shyres,24,History,2.71,09/12/2020,2025-09-14, Issi Shyres ,Full-time,oncampus 
700,Hans,Attfield,24,History,1.48,,2025-05-24,Hans Attfield,Part-time,off campus
723,Hallie,Sexcey,23,History,0.71,2025-05-20,2020-08-15, Hallie Sexcey ,Full-time, On-Campus 
149,Else,Silvers,19,Computer Science,15.0,07/25/2025,2021-09-05, Else pilvers ,Full-time,
195,Haleigh,Click,18,Biology,2.5,2020-05-12,2023-12-23, Haleigh Click ,Part-time,off campus
320,Ashly,Sudy,20,Computer Science,3.83,2021-04-06,2023-11-11, Ashly Sudy ,Full-time,oncampus 
838,Carmine,Fleote,19,History,1.48,10/14/2019,,Carmine Fleote,Full-time,off campus
897,Shirl,Foad,19,Biology,15.0,02/10/2019,2025-12-28, Shirl Foad ,Full-time,on-campus
699,Rudy,Angeau,25,Computer Science,0.82,2021-01-17,07/17/2024,Rudy Angeau,Hybrid,on-campus
674,Natasha,Abramovicz,18,History,good,2019-05-16,,Natasha Abramovicz,Online,OFFCAMPUS
534,Lorrayne,Klimentov,24,History,2.62,11/19/2021,2024-12-20,Lorrayne Klimentov,Full-time,off campus
690,Gretel,Richardes,19,Biology,0.26,2021-02-27,03/26/2025,Gretel Richardes,Online,on-campus
110,Gradey,Cheale,19,Biology,3.92,01/08/2021,2025-11-24,Gradey Cheale,Online, On-Campus 
422,Maddi,de Castelain,21,Biology,1.47,03/22/2020,2025-12-29,Maddi de Castelain,Full-time,on-campus
252,Doro,Kollasch,24,Biology,2.22,2019-04-06,2023-02-09, Doro Kollasch ,Online,off campus
1000,Barrie,Dahlbom,24,History,3.03,05/14/2021,2024-10-11,Barrie Dahlbom,Online, On-Campus 
319,Cyndia,Bogges,19,Biology,2.04,2020-06-23,09/14/2023, Cyndia Bogges ,Full-time,off campus
917,Cosmo,Jaycock,20,Computer Science,1.04,2019-08-12,02/04/2025, Cosmo Jaycock ,Online,
495,Marna,MacRory,23,History,3.19,2019-03-31,2024-06-12,Marna MacRory,Part-time,OFFCAMPUS
834,Adriano,Samsin,24,Computer Science,1.45,07/23/2020,,mdriano Samsin,Hybrid,OFFCAMPUS
25,Kenn,Roblett,19,Computer Science,10.35,2019-02-04,2023-09-18,Kenn Roblett,Full-time,on-campus
489,Oliviero,Bratton,20,Biology,1.73,02/07/2020,2025-01-16, Oliviero Bratton ,Full-time,on-campus
639,Maurise,Barkshire,19,Biology,0.22,12/25/2021,2025-07-16,Maurise Barkshire,Part-time,off campus
196,Krystle,Rooson,24,Biology,0.27,2019-09-21,2024-06-08,Krystlp Rooson,Full-time,on-campus
918,Wynne,Louca,23,History,invalid,garbled_date,2025-11-10, Wynne Louca ,Hybrid,off campus
823,Sloan,Calderon,24,Biology,2.82,12/07/2019,2025-06-01,Sloan Calderon,Online,off campus
635,Berrie,Dusting,24,History,0.51,2023-12-08,12/05/2020,,Full-time, On-Campus 
985,Bartolomeo,Stichall,21,Biology,3.64,2021-05-22,08/20/2024,Bartolomeo Stiphall,Full-time,on-campus
189,Kathryne,Pontefract,23,Biology,2.68,05/26/2019,09/10/2024,,Online,on-campus
676,Misti,Bjerkan,19,Computer Science,1.67,2020-11-30,08/30/2025,histi Bjerkan,Full-time, On-Campus 
188,Beau,Battrick,22,Biology,1.02,2021-02-08,2025-11-18,Beau Battrick,Hybrid,on-campus
160,Bourke,Iannetti,25,Computer Science,2.79,10/19/2019,2025-12-22, Bourke Iannetti ,Part-time,on-campus
372,Smith,Fruser,20,Biology,1.54,2019-03-01,2023-04-25, Smith Fruser ,Online, On-Campus 
390,Fulton,Hammarberg,19,History,2.67,2019-11-05,2024-02-22,Fulton Hammarberg,Full-time,on-campus
824,Robin,Janout,20,History,0.5,2020-11-09,05/17/2023, Robin Janout ,Full-time,on-campus
177,Uriah,Braunes,18,Biology,12.7,2020-05-18,2023-01-21,Uriah Braunes,Part-time,on-campus
31,Tann,Shreenan,23,History,-3.0,2019-02-15,2024-06-10,Tann Shreenan,Full-time,off campus
14,Letty,O'Mullaney,24,Biology,2.65,10/16/2023,01/30/2019,Letty O'Mullaney,Online,on-campus
186,Cloris,Iacavone,23,Computer Science,3.62,2020-04-21,2025-03-26, Cloris Iacavone ,Part-time,oncampus 
920,Violante,Shemmin,24,History,2.92,07/12/2021,2024-04-06, Violante Shemmin ,Part-time,oncampus 
933,Herrick,O'Neary,25,History,15.0,,03/16/2024,Herrick O'Neary,Online,oncampus 
813,Lusa,Moules,24,Biology,3.07error,04/25/2019,2025-05-07,,Full-time,on-campus
158,Ellsworth,Nice,24,History,0.32,2019-10-05,2023-11-12, Ellsworth Nice ,Full-time,on-campus
567,Theodoric,Rountree,20,Computer Science,2.28,invalid-date,06/16/2023,Theodoric Rountree,Full-time,on-campus
622,Heidi,Stait,19,Biology,0.62,2021-09-08,06/25/2023,Heidi Stait,Full-time,on-campus
378,Jobina,Gentle,23,Biology,15.0,2019-08-01,12/12/2023,Jobina Gentle,Part-time,off campus
217,Balduin,Dasent,24,Computer Science,10.54,06/21/2021,2023-04-23,Balduin Dasent,Part-time, On-Campus 
369,Lemuel,Pyle,20,Biology,1.21,2021-12-12,2025-02-17, Lemuel Pyle ,Online,off campus
659,Mareah,Sparsholt,20,Computer Science,1.82,05/18/2020,2025-11-02,Mareah Sparsholt,Full-time,off campus
971,Marissa,Tuffrey,25,Biology,3.89,02/13/2020,2025-02-11,Marissa Trffrey,Full-time,off campus
456,Fiann,Youster,21,Computer Science,0.81error,2021-05-22,07/11/2024,Fiann Youster,Part-time, On-Campus 
605,Angele,Stiffell,18,Computer Science,1.16,09/30/2020,2024-12-31,Angele Stiffezl,Online,oncampus 
216,Pierre,Pischof,22,History,1.35,2021-12-03,04/19/2025,Pierre Pischof,Full-time,on-campus
702,Tina,Bewick,18,History,3.31,12/13/2021,2025-01-02,Tina Bewick,Full-time,off campus
481,Karna,Rillatt,24,History,2.69,09/15/2020,2023-11-30,Karna Rillatt,Hybrid,OFFCAMPUS
23,Ardene,Rowland,20,Biology,3.46,01/05/2020,03/03/2023,Ardene Rowland,Hybrid, On-Campus 
697,Nelle,Godball,23,Computer Science,good,02/08/2021,09/28/2024, Nelle Godball ,Hybrid,off campus
431,Sybil,Dryburgh,20,Biology,0.36,2021-01-15,invalid-date, Sybil Dryburgh ,Part-time,OFFCAMPUS
688,Louisette,Flament,20,Biology,2.91,01/08/2020,2024-07-22,Louisette Flament,Part-time, On-Campus 
78,Gladi,Clampe,23,Computer Science,2.47,2019-06-23,,Gladi Clampe,Online, On-Campus 
400,Evey,Rohloff,22,Biology,3.23,04/26/2020,04/17/2023, Evey Rohloff ,Full-time,OFFCAMPUS
586,Con,Ding,20,Computer Science,1.69,2020-05-05,2025-10-26, Con Ding ,Full-time, On-Campus 
997,Ileana,Franzettoini,18,History,invalid,garbled_date,2023-04-18,Ileana Franzettoini,Hybrid,
765,Phyllys,Marchbank,25,Biology,invalid,garbled_date,2023-08-08,,Full-time,oncampus 
748,Bancroft,Knowller,22,Biology,3.65,03/29/2020,2025-06-18,Bancroft Knowller,Online,off campus
39,Carmella,Tarply,19,History,1.76,2021-09-11,2023-05-31,Carmella Tarply,Part-time, On-Campus 
392,Alice,Redgrove,25,Biology,2.48,2020-01-10,09/29/2024, Alice Redgrove ,Full-time,
113,Tracie,Fishlock,25,History,invalid,garbled_date,03/07/2024,Tracie Fishlock,Full-time, On-Campus 
111,Guinevere,Van der Spohr,21,Computer Science,2.86,2020-07-27,10/16/2025,Guinevere Van der Spohr,Part-time,oncampus 
2,Sergei,Gowers,22,History,0.65,10/09/2019,01/26/2024,Sergei Gowers,Full-time, On-Campus 
668,Maegan,Brownfield,20,History,1.15,06/16/2021,2025-04-12,Maegan Brownfield,Full-time,on-campus
232,Waneta,Bangley,20,History,-0.38,2020-08-09,2025-11-01,Waneta Bangley,Full-time,on-campus
919,Merwyn,MacAless,22,Biology,1.95,05/10/2023,10/24/2019, Merwyn MacAless ,Hybrid,OFFCAMPUS
653,Galven,Jellis,25,Biology,0.98,12/23/2020,2023-02-04,,Hybrid,off campus
798,Wynne,Ottewill,20,Biology,1.94,11/15/2023,2021-06-07,Wynne Ottewill,Full-time,off campus
622,Heidi,Stait,19,Biology,0.62,2021-09-08,06/25/2023,Heidi Stait,Full-time,on-campus
3,Cloris,Jouanny,19,History,0.57,08/01/2020,09/12/2023,Cloris Jouanny,Full-time,on-campus
258,Cleveland,Blaes,25,History,3.09,2021-09-06,2025-12-09,Cleveland Blaes,Part-time,on-campus
331,Lorne,Hewlings,20,Computer Science,4.28,05/31/2019,2024-02-12,Lorne Hewlings,Full-time,oncampus 
450,Brien,Gorcke,18,Biology,0.63,2023-10-27,12/13/2020,Brien Gorcke,Full-time,off campus
229,Shandy,O'Regan,19,Biology,3.42error,02/28/2025,07/15/2021,Shandy O'Regan,Full-time,off campus
663,Aeriel,Binner,23,History,good,07/22/2023,11/25/2021,,Online,oncampus 
428,Roland,Jakubowski,23,Biology,invalid,garbled_date,02/04/2025,Roland Jakubowski,Part-time,off campus
851,Cob,O'Carrol,18,History,0.5,11/21/2020,04/15/2025,Cob O'Carrol,Part-time,off campus
606,Niko,Fintoph,24,History,0.81,2023-10-29,2020-12-18, Niko Fintoph ,Part-time,off campus
896,Brion,Brown,23,Biology,2.96,04/17/2021,10/25/2024,Brion Brown,Full-time,off campus
143,Claudie,Geare,25,Computer Science,3.47,2019-12-19,09/02/2024,Claudie Geare,Part-time,off campus
8,Randell,Sweetman,22,Computer Science,1.97,03/20/2021,2024-01-19,Randell Sweetman,Part-time,off campus
220,Emerson,Najara,25,History,0.24,2020-02-15,,Emerson Najara,Part-time,OFFCAMPUS
175,Meghan,Ithell,25,Computer Science,3.73,2021-08-22,12/28/2024, Meghan Ithell ,Part-time,off campus
815,Egbert,Paschke,18,History,3.21,2019-03-29,2024-02-23,Egbert Paschke,Full-time,on-campus
938,Milli,Slay,25,History,0.96,,2025-11-05, Milli Slay ,Online,oncampus 
553,Antonetta,Brokenshire,19,Computer Science,3.98error,invalid-date,2025-09-04, Antonetta Brokenshire ,Online,off campus
783,Brier,Klasen,19,Computer Science,0.39,2019-10-14,03/02/2023,Brier Klasen,Full-time, On-Campus 
442,Decca,Boneham,25,Computer Science,1.62,2019-01-25,11/19/2024,Decca Boneham,Full-time,off campus
689,Ware,Revie,21,History,3.75,2019-04-24,08/05/2024,Ware Revie,Full-time,on-campus
530,Leonhard,Battey,20,History,0.69,invalid-date,2019-10-11,Leonhard Battey,Full-time,oncampus 
732,Ericha,Hefferon,24,Biology,3.65,2021-01-02,09/02/2025, Ericha Hefferon ,Online,on-campus
487,Katee,Ferrara,24,Computer Science,0.75,04/04/2021,2025-01-20, Katee Ferrara ,Full-time,on-campus
844,Christie,Krzyzowski,24,History,0.67,08/14/2019,08/02/2024,Christie Krzyzowski,Full-time,on-campus
340,Sterne,Yanuk,24,Biology,2.33,12/11/2024,2020-01-30,Sterne Yanuk,Part-time,off campus
67,Nichols,McGrudder,25,History,invalid,garbled_date,01/23/2023,Nichols McGrudder,Part-time,on-campus
573,Pearl,Mickleburgh,19,Computer Science,1.01,05/18/2021,08/15/2023,Pearl Mickleburgh,Full-time,on-campus
229,Shandy,O'Regan,19,Biology,3.42error,07/15/2021,02/28/2025, Shandy O'Regan ,Full-time,off campus
74,Benn,Bottomore,21,Biology,3.51,2021-09-26,2025-11-09,Benn Bottomore,Full-time,on-campus
637,Charlotte,Heffernan,19,History,good,01/22/2020,2025-05-03,Charlotte Heffernan,Online,OFFCAMPUS
360,Alia,Gobat,20,Biology,3.8,07/04/2019,09/19/2025,Alia Gobat,Full-time,on-campus
624,Marty,Kulic,24,Computer Science,0.45,2023-02-25,03/07/2020, Marty Kulic ,Hybrid,off campus
202,Louie,Sumpter,25,History,3.08,2020-03-25,11/29/2023,Louie Sumpter,Online,
477,Ferne,Seckington,23,Computer Science,3.93,,2023-06-01,Ferne Seckington,Full-time,on-campus
443,Reyna,Genner,23,Computer Science,2.05,10/10/2021,10/04/2024,Reyna Genneu,Part-time,OFFCAMPUS
474,Marissa,Von Der Empten,19,Computer Science,1.75,06/04/2019,2024-03-29, Marissa Von Der Empten ,Full-time,OFFCAMPUS
290,Andria,Bartke,18,History,0.79,2021-09-08,04/15/2024,Andria Bartke,Online, On-Campus 
3,Cloris,Jouanny,19,History,0.57,08/01/2020,09/12/2023,Cloris Jouanny,Full-time,on-campus
966,Nappie,Aris,19,History,12.52,03/14/2019,,Nappie Aris,Full-time,on-campus
79,Carly,Jablonski,19,Biology,2.05,2019-11-29,2023-12-26,Carly Jablonski,Part-time,on-campus
998,Rollins,Gaskoin,21,History,-3.0,2020-08-14,08/15/2024, Rollins Gaskohn ,Full-time, On-Campus 
119,Caryl,Dyte,23,Computer Science,2.31,08/02/2019,06/08/2023,Caryl Dyte,Full-time,on-campus
800,Mechelle,Greenland,18,Biology,2.53,05/19/2019,02/15/2025,Mechelle Greenland,Part-time, On-Campus 
868,Zena,Rasell,25,Biology,invalid,garbled_date,2025-01-06,,Full-time,off campus
496,Ethel,Ranyard,21,Biology,3.2,10/30/2020,01/26/2023,Ethel Ranyard,Full-time,on-campus
55,Lishe,Conor,25,Biology,0.69,08/29/2021,2023-06-28,Lishe Comor,Full-time,OFFCAMPUS
707,Rosaleen,Holburn,25,Computer Science,1.12,03/12/2021,2023-10-16,Rosaleen Holburn,Full-time,on-campus
399,Ginny,Pharaoh,19,Biology,invalid,garbled_date,2025-10-27,Ginny Pharaoh,Full-time,OFFCAMPUS
444,Bond,Noirel,18,Biology,0.25,2021-12-04,2024-12-08,Bond Noirel,Part-time,on-campus
241,Doralynn,Kennicott,19,Computer Science,3.29,2019-12-25,2025-01-03, Doralynn Kennicott ,Part-time,off campus
982,Ravi,Shafto,24,History,invalid,garbled_date,2024-08-25,Ravi Shafto,Hybrid,off campus
692,Annalise,Pietruszewicz,18,History,2.93,03/03/2021,06/14/2025,,Full-time,off campus
255,Margret,Hugonet,18,Biology,-0.03,02/08/2020,03/26/2025, Margret Hugonet ,Part-time,OFFCAMPUS
826,Valentijn,MacAless,25,History,invalid,garbled_date,,Valentijn MacAless,Full-time,on-campus
114,Giles,Forsaith,25,Computer Science,2.63,12/10/2019,05/17/2024, Giles Foraaith ,Full-time,off campus
183,Anatollo,Tetley,22,Computer Science,2.05,2020-01-10,2025-10-04,Anatollo Tetley,Online,on-campus
386,Callean,Weekly,20,History,1.11,10/22/2021,08/31/2024,Callean Weekly,Full-time,OFFCAMPUS
418,Madelon,Foltin,20,Computer Science,3.28,02/09/2019,2024-10-26, Madelon Foltin ,Online,off campus
46,Beale,Orteu,25,Biology,1.45,01/31/2019,11/13/2024,Beale Orteu,Part-time,off campus
144,Matthiew,Gartsyde,18,Computer Science,3.39,2021-01-23,2023-07-17,Matthiew Gartsyde,Full-time,on-campus
430,Cazzie,Cobbe,25,Biology,12.34,2025-10-10,2019-04-18,Cazzie Cobbe,Full-time,on-campus
612,Bobby,Fowle,22,Computer Science,1.1,2019-08-01,2023-09-20, Bobby Fowle ,Full-time,off campus
855,Honey,Kuschke,21,History,-3.0,2019-08-28,02/18/2023, Honey Kuschke ,Full-time,off campus
