student_id,first_name,last_name,age,funds,major,GPA,enrollment_date,graduation_date,advisor
873,Susana,,25,,History,0.35,1/24/2020,8/4/2025,Susana Fannon
874,Ardine,,20,,Biology,2.74,6/1/2020,1/14/2023,Ardine Varndell
875,Vassily,Rolfi,21,34130369.85,Biology,1.22,10/12/2021,7/21/2025,
876,Frederica,Timmons,24,83136123.3,History,3.98,7/25/2021,4/3/2023,Frederica Timmons
877,Marcelle,,20,15259857.61,History,2.71,10/26/2020,5/25/2024,Marcelle Hitter
878,Lilias,Brunnen,18,,History,1.31,5/25/2020,6/16/2024,Lilias Brunnen
879,Nicolai,Wroth,21,28917157.03,History,2.71,5/26/2021,10/6/2025,Nicolai Wroth
880,Othelia,McAllester,21,6354093.55,Computer Science,0.03,2/11/2019,3/21/2024,Othelia McAllester
881,Robers,Mewis,20,13729481.26,Computer Science,3.57,4/5/2019,10/1/2024,
882,Oliy,,21,89732069.4,Biology,2.45,4/6/2020,5/11/2024,Oliy Chittim
883,Vanny,Seston,20,56411647.22,Computer Science,3.8,8/26/2019,5/19/2025,Vanny Seston
884,Xenia,Grigore,22,55958069.4,History,1.82,5/31/2020,10/7/2024,Xenia Grigore
885,Husain,Mottini,23,,History,0.52,12/17/2020,1/5/2023,Husain Mottini
886,Arluene,Behan,25,,Computer Science,2.83,10/22/2021,9/2/2023,Arluene Behan
887,Zulema,,19,40593368.21,Biology,1.46,4/23/2021,12/29/2025,Zulema Agglio
888,Lanie,Cawthorn,25,60260562.02,History,3.36,7/20/2019,7/21/2024,Lanie Cawthorn
889,Raven,Pockey,24,,Biology,3.1,10/27/2020,3/15/2023,Raven Pockey
890,Dasi,Finnimore,18,74718849.85,History,2.7,7/8/2019,4/6/2023,Dasi Finnimore
891,Viole,,23,,History,3.21,5/27/2019,3/23/2023,
892,,,24,81096749.55,Computer Science,2.26,9/23/2020,6/13/2024,Sibelle Sealand
893,Donal,,20,13524781.98,Computer Science,2.05,4/20/2020,10/21/2024,Donal Strass
894,Domenico,Greenman,18,14316978.28,History,2.04,4/24/2020,4/30/2024,
895,Natty,,19,,Biology,2.04,9/6/2019,4/2/2023,Natty Cardero
896,Norean,Acock,25,87696094.04,Computer Science,2.55,11/19/2019,12/13/2023,Norean Acock
897,Merna,Mothersole,21,41968277.38,History,0.65,8/16/2020,6/14/2025,Merna Mothersole
898,Curt,Scud,20,99181566.76,History,0.41,1/14/2020,8/18/2025,
899,Meagan,,20,86779066.36,Biology,0.02,1/22/2021,10/30/2025,Meagan Duckerin
900,Rube,Assard,23,56419110.06,Computer Science,3.13,4/25/2019,4/6/2025,Rube Assard
901,Darcy,Chappelow,19,64207557.68,Biology,0.69,10/7/2019,6/16/2025,Darcy Chappelow
902,Grace,Howsin,24,23259647.81,Biology,0.2,8/21/2019,8/25/2025,Grace Howsin
903,Rosabella,Kimpton,20,72220555.71,Computer Science,3.31,12/7/2019,1/15/2024,Rosabella Kimpton
904,Benyamin,,25,39141069.97,History,0.9,2/27/2021,11/25/2025,Benyamin Loughman
905,Bob,Musson,18,50901847.22,Biology,3.68,10/5/2021,12/31/2023,
906,Jori,,19,88451523.78,History,0.28,8/22/2019,4/29/2025,
907,Byrann,De Leek,23,92672218.7,Biology,0.99,8/22/2019,10/27/2025,
908,Adele,,23,43075280.44,History,2.78,6/9/2019,1/8/2025,Adele Surmeyer
909,,,18,15158969.51,Biology,0.84,1/22/2021,1/25/2024,Seamus Moseby
910,Hamlin,Kosiada,21,42052702.77,Biology,0.12,10/1/2021,11/23/2023,Hamlin Kosiada
911,Woodrow,Colquitt,25,10759962.44,Computer Science,3.48,4/15/2021,5/26/2025,Woodrow Colquitt
912,Trista,,23,55343558.14,History,3.32,6/12/2020,10/1/2024,Trista Tooley
913,Avivah,Ranahan,19,78300423.68,Computer Science,1.79,3/28/2019,5/24/2025,Avivah Ranahan
914,Ernesto,Swinnerton,25,49818278.1,Biology,2.1,6/22/2019,1/17/2024,Ernesto Swinnerton
915,,Stirtle,18,31243316.6,Biology,2.96,1/15/2021,5/22/2024,Margarethe Stirtle
916,Lorilyn,Yegorshin,23,87299815.8,Computer Science,2.02,8/5/2020,11/27/2024,Lorilyn Yegorshin
917,Samantha,,18,13144831.66,History,0.84,3/17/2019,3/8/2023,Samantha Cisneros
918,Ardelis,,21,35679981.17,Biology,1.62,10/22/2020,4/28/2024,Ardelis Comettoi
919,Maxim,,22,,History,3.42,4/30/2020,7/30/2024,Maxim Mackro
920,Carissa,Chaudron,25,,Computer Science,0.23,9/4/2021,1/25/2024,Carissa Chaudron
921,Alysa,Dungey,21,42532693.46,History,2.08,5/15/2019,4/30/2025,Alysa Dungey
922,Rosita,Colvie,25,70160032.74,Biology,3.11,7/28/2021,1/4/2025,Rosita Colvie
923,Sophey,Quantick,24,81169150.14,History,3.51,10/8/2020,1/31/2024,Sophey Quantick
924,Merle,Booeln,25,37946262.45,History,3.44,2/10/2019,6/22/2025,Merle Booeln
925,Udale,Peizer,19,53045567.03,Biology,1.64,4/9/2019,9/8/2024,Udale Peizer
926,Son,Dahmke,21,91872835.87,Computer Science,1.31,3/30/2021,1/29/2024,Son Dahmke
927,Jayme,Gruszecki,21,16986230.77,History,3.49,12/26/2021,8/1/2025,Jayme Gruszecki
928,Franciskus,,18,18975640.24,History,0.07,11/22/2021,9/27/2023,Franciskus Bambra
929,Pippa,,25,88604673.98,Biology,0.97,2/15/2020,6/8/2024,Pippa Durrant
930,Lucius,Stolting,21,14698358.39,Biology,2.36,1/13/2021,5/11/2023,
931,Euphemia,,24,77885514.18,Computer Science,2.31,4/15/2021,4/13/2024,Euphemia Ackwood
932,Juliette,Brogiotti,21,44998756.87,Computer Science,0.17,2/27/2020,5/2/2024,Juliette Brogiotti
933,Giulio,,24,87616220.42,Computer Science,2.59,1/26/2019,8/15/2023,Giulio Backe
934,Elli,Rentcome,23,84311209.28,Computer Science,2.01,8/8/2020,7/26/2024,
935,Elset,Thompsett,18,73596823.0,Computer Science,1.62,11/22/2021,8/19/2025,Elset Thompsett
936,Leighton,,21,95505031.17,Biology,2.14,8/21/2021,5/8/2023,Leighton Spitaro
937,Shell,Naismith,18,17161397.36,Biology,2.84,4/15/2019,3/7/2025,Shell Naismith
938,Aleksandr,Broadhead,18,27346993.8,Computer Science,2.81,2/14/2020,7/5/2023,Aleksandr Broadhead
939,Nona,Oylett,19,87807697.43,Biology,1.12,11/22/2021,9/4/2025,Nona Oylett
940,Rodolfo,Alpin,21,97995605.6,History,3.57,8/6/2020,1/26/2025,Rodolfo Alpin
941,Fidole,Schechter,19,54653960.24,Computer Science,2.53,8/28/2021,9/21/2023,Fidole Schechter
942,Mallorie,Olivello,23,22295464.84,Computer Science,2.29,10/23/2020,6/19/2024,Mallorie Olivello
943,Otes,Stewartson,22,40098952.05,History,3.52,3/27/2021,7/24/2023,Otes Stewartson
944,Clerkclaude,,19,,Biology,0.99,4/14/2021,3/19/2024,Clerkclaude Phelps
945,Bay,Surfleet,23,59851319.7,Biology,1.18,3/26/2019,7/29/2025,Bay Surfleet
946,Gracia,,20,79692191.03,History,2.8,1/11/2020,9/14/2023,Gracia Toynbee
947,Allie,,24,26830518.63,Computer Science,3.6,10/14/2021,3/3/2024,Allie Branscombe
948,Nanci,Gai,19,,Computer Science,1.89,2/28/2019,2/12/2024,Nanci Gai
949,Isadora,,21,73049283.28,History,1.23,10/15/2020,12/28/2025,Isadora Weldrick
950,Susy,Ropert,18,99873056.14,Biology,1.47,2/28/2021,5/1/2024,Susy Ropert
951,Ellen,,21,35247792.19,Computer Science,1.77,10/19/2019,8/16/2025,Ellen Ibarra
952,Kit,Matuszynski,18,,History,3.79,6/24/2021,11/4/2025,Kit Matuszynski
953,Juliette,Macveigh,22,83364241.54,Computer Science,1.22,1/4/2020,4/12/2025,Juliette Macveigh
954,Cherise,Cadigan,25,93190690.59,History,3.79,12/24/2020,9/1/2025,
955,Phyllys,,20,,Biology,3.15,5/16/2019,6/27/2024,Phyllys Ackroyd
956,Lanny,MacNeely,24,94447733.46,Biology,0.51,3/14/2021,8/5/2024,Lanny MacNeely
957,Crista,Kiln,20,23226089.36,History,1.43,12/8/2021,12/12/2024,Crista Kiln
958,Ingemar,,18,44338699.61,History,0.84,5/7/2020,2/18/2025,Ingemar Denham
959,Gasparo,,21,16697756.31,Computer Science,2.41,8/16/2020,3/17/2025,
960,Arch,Trowle,22,,History,1.54,4/29/2020,1/12/2025,Arch Trowle
961,Ilka,,19,1281020.97,Computer Science,1.77,3/19/2021,7/20/2024,Ilka Rivelin
962,Dorice,,21,17158884.49,Biology,0.78,10/19/2020,10/22/2023,Dorice Medlen
963,Vincents,Brosi,18,,History,3.07,8/25/2019,11/21/2023,Vincents Brosi
964,Gradeigh,Carillo,21,,Biology,2.44,8/23/2021,12/14/2025,Gradeigh Carillo
965,Brier,Elliot,18,,Biology,2.21,3/23/2021,10/26/2023,Brier Elliot
966,Claiborne,Iacomi,18,,Biology,2.96,10/24/2021,12/22/2024,Claiborne Iacomi
967,Mariquilla,Gehrtz,23,12290701.01,Biology,3.17,5/9/2020,8/8/2023,Mariquilla Gehrtz
968,Cleve,Fessler,18,57801356.67,Biology,3.9,10/16/2019,3/3/2025,Cleve Fessler
969,Gradeigh,Sindle,22,,Computer Science,2.15,6/1/2020,7/2/2023,Gradeigh Sindle
970,Ninon,Torrans,22,,Computer Science,2.1,12/14/2021,4/11/2023,Ninon Torrans
971,Gan,,22,3634585.89,History,3.5,7/31/2021,7/25/2025,Gan de Banke
972,Blondie,Scholtis,25,37725016.44,Biology,1.88,8/13/2020,3/18/2023,Blondie Scholtis
973,Franciskus,,25,,Biology,3.2,12/9/2019,7/17/2024,Franciskus Hanwell
974,Deny,Figiovanni,19,99983166.28,Biology,2.9,3/15/2020,5/13/2025,Deny Figiovanni
975,,,18,32421877.15,Biology,1.76,12/10/2021,4/25/2023,Elvis Sedgemore
976,Katee,,18,830602.57,Biology,1.76,4/7/2019,1/25/2024,Katee Dackombe
977,Corny,MacSkeaghan,20,81879812.4,History,2.98,1/28/2021,4/17/2023,Corny MacSkeaghan
978,Loreen,Alden,23,59828423.75,Biology,1.39,9/6/2020,5/5/2025,Loreen Alden
979,Nanon,,21,72214253.23,Biology,3.21,10/12/2020,5/22/2024,Nanon Saladin
980,Sullivan,Fozard,22,22184050.49,Computer Science,2.1,10/31/2019,11/29/2023,
981,Cam,Grassett,24,33670304.37,Computer Science,2.7,8/15/2019,7/8/2024,Cam Grassett
982,Meta,Wandrack,24,6668490.47,Computer Science,2.23,10/15/2019,11/4/2025,Meta Wandrack
983,Kristien,Aime,19,84309560.52,History,3.93,5/22/2020,11/9/2025,Kristien Aime
984,Kelli,Bustin,22,21303661.03,History,3.74,11/13/2021,4/19/2025,Kelli Bustin
985,Roddy,Kee,22,17029979.32,Biology,2.55,11/29/2020,2/22/2024,
986,Nan,Stanley,25,27666386.62,History,0.25,1/7/2020,4/10/2023,
987,Marcy,Duckitt,21,,Computer Science,1.91,1/6/2020,6/30/2024,Marcy Duckitt
988,Karlik,Harlick,20,10190180.85,Computer Science,1.16,3/29/2020,6/1/2023,Karlik Harlick
989,Micky,Kettel,21,88945170.59,History,0.63,11/18/2021,3/23/2025,Micky Kettel
990,Kaylyn,Herrero,21,52527895.35,History,2.51,9/26/2019,2/7/2024,Kaylyn Herrero
991,Glori,,25,5755254.54,History,3.15,1/26/2020,10/27/2025,
992,Robinetta,Gillcrist,24,,History,3.45,1/17/2019,9/19/2025,Robinetta Gillcrist
993,Nickolas,Thom,24,8735131.47,Computer Science,3.52,9/29/2020,9/8/2025,Nickolas Thom
994,Ivonne,Crozier,21,,Biology,3.58,11/23/2021,6/15/2024,Ivonne Crozier
995,Marten,,19,57577450.57,Computer Science,1.05,2/12/2019,1/29/2023,Marten Favela
996,Zerk,,25,,Computer Science,0.32,9/16/2021,3/10/2025,Zerk Muston
997,Zoe,O'Mara,18,37581156.85,Computer Science,1.2,1/11/2019,10/15/2023,Zoe O'Mara
998,Orelle,Fairrie,18,64034981.05,History,2.34,1/12/2021,2/10/2024,Orelle Fairrie
999,Dallon,Thunder,23,,Computer Science,0.05,12/16/2021,11/16/2023,Dallon Thunder
1000,Janka,Guillet,23,,Computer Science,1.44,12/16/2021,8/17/2023,Janka Guillet
